file,mapped_reads
COPE_0900.fp2.repr.2.1-RAW.bam,3570964
COPE_0901.fp2.repr.2.1-RAW.bam,17564181
COPE_0902.fp2.repr.2.1-RAW.bam,4943104
COPE_0903.fp2.repr.2.1-RAW.bam,6148794
COPE_0904.fp2.repr.2.1-RAW.bam,1601039
COPE_0905.fp2.repr.2.1-RAW.bam,559024
COPE_0906.fp2.repr.2.1-RAW.bam,786200
COPE_0907.fp2.repr.2.1-RAW.bam,39879295
COPE_0908.fp2.repr.2.1-RAW.bam,16787005
COPE_0909.fp2.repr.2.1-RAW.bam,6789629
COPE_0910.fp2.repr.2.1-RAW.bam,557533
COPE_0911.fp2.repr.2.1-RAW.bam,13882322
COPE_0912.fp2.repr.2.1-RAW.bam,6597182
COPE_0913.fp2.repr.2.1-RAW.bam,2110168
COPE_0914.fp2.repr.2.1-RAW.bam,4458236
COPE_0915.fp2.repr.2.1-RAW.bam,276071
COPE_0916.fp2.repr.2.1-RAW.bam,15402447
COPE_0917.fp2.repr.2.1-RAW.bam,1112232
COPE_0918.fp2.repr.2.1-RAW.bam,4218120
COPE_0920.fp2.repr.2.1-RAW.bam,13621109
COPE_0921.fp2.repr.2.1-RAW.bam,12010042
COPE_0922.fp2.repr.2.1-RAW.bam,421958
COPE_0923.fp2.repr.2.1-RAW.bam,746710
COPE_0924.fp2.repr.2.1-RAW.bam,11740736
COPE_0925.fp2.repr.2.1-RAW.bam,7985092
COPE_0926.fp2.repr.2.1-RAW.bam,13253262
COPE_0927.fp2.repr.2.1-RAW.bam,542911
COPE_0928.fp2.repr.2.1-RAW.bam,7546063
COPE_0929.fp2.repr.2.1-RAW.bam,6121640
COPE_0930.fp2.repr.2.1-RAW.bam,4317154
COPE_0931.fp2.repr.2.1-RAW.bam,25076052
COPE_0932.fp2.repr.2.1-RAW.bam,5361463
COPE_0933.fp2.repr.2.1-RAW.bam,5678652
COPE_0934.fp2.repr.2.1-RAW.bam,63259917
COPE_0935.fp2.repr.2.1-RAW.bam,1320687
COPE_0936.fp2.repr.2.1-RAW.bam,9335373
COPE_0937.fp2.repr.2.1-RAW.bam,3126378
COPE_0938.fp2.repr.2.1-RAW.bam,7469566
COPE_0939.fp2.repr.2.1-RAW.bam,9185658
COPE_0940.fp2.repr.2.1-RAW.bam,28788492
COPE_0941.fp2.repr.2.1-RAW.bam,9788198
COPE_0942.fp2.repr.2.1-RAW.bam,11006165
COPE_0944.fp2.repr.2.1-RAW.bam,3417578
COPE_0945.fp2.repr.2.1-RAW.bam,2158709
COPE_0946.fp2.repr.2.1-RAW.bam,146618
COPE_0948.fp2.repr.2.1-RAW.bam,10495856
COPE_0949.fp2.repr.2.1-RAW.bam,2178514
COPE_0950.fp2.repr.2.1-RAW.bam,2233379
COPE_0951.fp2.repr.2.1-RAW.bam,1617558
COPE_0952.fp2.repr.2.1-RAW.bam,8202185
COPE_0953.fp2.repr.2.1-RAW.bam,1527278
COPE_0954.fp2.repr.2.1-RAW.bam,694579
COPE_0955.fp2.repr.2.1-RAW.bam,979499
COPE_0956.fp2.repr.2.1-RAW.bam,10754926
COPE_0957.fp2.repr.2.1-RAW.bam,541129
COPE_0958.fp2.repr.2.1-RAW.bam,12321119
COPE_0960.fp2.repr.2.1-RAW.bam,16614180
COPE_0961.fp2.repr.2.1-RAW.bam,5702265
COPE_0962.fp2.repr.2.1-RAW.bam,2943983
COPE_0963.fp2.repr.2.1-RAW.bam,3227760
COPE_0964.fp2.repr.2.1-RAW.bam,2590149
COPE_0965.fp2.repr.2.1-RAW.bam,5486903
COPE_0966.fp2.repr.2.1-RAW.bam,3308101
COPE_0967.fp2.repr.2.1-RAW.bam,4466999
COPE_0968.fp2.repr.2.1-RAW.bam,1433218
COPE_0969.fp2.repr.2.1-RAW.bam,406234
COPE_0970.fp2.repr.2.1-RAW.bam,12724975
COPE_0971.fp2.repr.2.1-RAW.bam,13652792
COPE_0972.fp2.repr.2.1-RAW.bam,5923532
COPE_0973.fp2.repr.2.1-RAW.bam,15814541
COPE_0974.fp2.repr.2.1-RAW.bam,5980343
COPE_0975.fp2.repr.2.1-RAW.bam,10569593
COPE_0976.fp2.repr.2.1-RAW.bam,5078740
COPE_0977.fp2.repr.2.1-RAW.bam,7460460
COPE_0978.fp2.repr.2.1-RAW.bam,1752914
COPE_0979.fp2.repr.2.1-RAW.bam,705392
COPE_0980.fp2.repr.2.1-RAW.bam,12663577
COPE_0981.fp2.repr.2.1-RAW.bam,8451463
COPE_0982.fp2.repr.2.1-RAW.bam,11021993
COPE_0983.fp2.repr.2.1-RAW.bam,8821630
COPE_0985.fp2.repr.2.1-RAW.bam,7027055
COPE_0986.fp2.repr.2.1-RAW.bam,199488
COPE_0987.fp2.repr.2.1-RAW.bam,23268298
COPE_0988.fp2.repr.2.1-RAW.bam,8478516
COPE_0989.fp2.repr.2.1-RAW.bam,5377892
COPE_0992.fp2.repr.2.1-RAW.bam,8511865
COPE_0993.fp2.repr.2.1-RAW.bam,4449029
COPE_0994.fp2.repr.2.1-RAW.bam,7906011
COPE_0995.fp2.repr.2.1-RAW.bam,22747409
COPE_0996.fp2.repr.2.1-RAW.bam,8424067
COPE_0998.fp2.repr.2.1-RAW.bam,2213694
COPE_1000.fp2.repr.2.1-RAW.bam,2241993
COPE_1001.fp2.repr.2.1-RAW.bam,6985307
COPE_1003.fp2.repr.2.1-RAW.bam,2384246
COPE_1004.fp2.repr.2.1-RAW.bam,3835526
COPE_1005.fp2.repr.2.1-RAW.bam,1162206
COPE_1006.fp2.repr.2.1-RAW.bam,1469253
COPE_1007.fp2.repr.2.1-RAW.bam,23271935
COPE_1008.fp2.repr.2.1-RAW.bam,5486802
COPE_1009.fp2.repr.2.1-RAW.bam,2473863
COPE_1010.fp2.repr.2.1-RAW.bam,10934173
COPE_1011.fp2.repr.2.1-RAW.bam,727066
COPE_1012.fp2.repr.2.1-RAW.bam,1816005
COPE_1013.fp2.repr.2.1-RAW.bam,1135147
COPE_1014.fp2.repr.2.1-RAW.bam,6842173
COPE_1015.fp2.repr.2.1-RAW.bam,13528348
COPE_1016.fp2.repr.2.1-RAW.bam,13017057
COPE_1018.fp2.repr.2.1-RAW.bam,1479422
COPE_1019.fp2.repr.2.1-RAW.bam,9717444
COPE_1020.fp2.repr.2.1-RAW.bam,5161874
COPE_1023.fp2.repr.2.1-RAW.bam,1878360
COPE_1024.fp2.repr.2.1-RAW.bam,10327772
COPE_1028.fp2.repr.2.1-RAW.bam,22547742
COPE_1029.fp2.repr.2.1-RAW.bam,2752328
COPE_1030.fp2.repr.2.1-RAW.bam,6250581
COPE_1031.fp2.repr.2.1-RAW.bam,4446667
COPE_1032.fp2.repr.2.1-RAW.bam,6937005
COPE_1034.fp2.repr.2.1-RAW.bam,5786916
COPE_1035.fp2.repr.2.1-RAW.bam,13691161
COPE_1037.fp2.repr.2.1-RAW.bam,1664570
COPE_1038.fp2.repr.2.1-RAW.bam,3728020
COPE_1039.fp2.repr.2.1-RAW.bam,3599951
COPE_1040.fp2.repr.2.1-RAW.bam,4319825
COPE_1042.fp2.repr.2.1-RAW.bam,14935246
COPE_1043.fp2.repr.2.1-RAW.bam,3783551
COPE_1048.fp2.repr.2.1-RAW.bam,17143120
COPE_1049.fp2.repr.2.1-RAW.bam,6445002
COPE_1051.fp2.repr.2.1-RAW.bam,5296247
COPE_1054.fp2.repr.2.1-RAW.bam,2146246
COPE_1055.fp2.repr.2.1-RAW.bam,2100884
COPE_1056.fp2.repr.2.1-RAW.bam,11232378
COPE_1058.fp2.repr.2.1-RAW.bam,7331005
COPE_1059.fp2.repr.2.1-RAW.bam,26526925
COPE_1060.fp2.repr.2.1-RAW.bam,12284766
COPE_1062.fp2.repr.2.1-RAW.bam,2133409
COPE_1064.fp2.repr.2.1-RAW.bam,768161
COPE_1065.fp2.repr.2.1-RAW.bam,424107
COPE_1066.fp2.repr.2.1-RAW.bam,58138
COPE_1067.fp2.repr.2.1-RAW.bam,1340493
COPE_1068.fp2.repr.2.1-RAW.bam,13341864
COPE_1069.fp2.repr.2.1-RAW.bam,2181177
COPE_1070.fp2.repr.2.1-RAW.bam,3744504
COPE_1071.fp2.repr.2.1-RAW.bam,2097500
COPE_1072.fp2.repr.2.1-RAW.bam,18285857
COPE_1073.fp2.repr.2.1-RAW.bam,10021379
COPE_1074.fp2.repr.2.1-RAW.bam,8907863
COPE_1075.fp2.repr.2.1-RAW.bam,11265994
COPE_1076.fp2.repr.2.1-RAW.bam,2886981
COPE_1077.fp2.repr.2.1-RAW.bam,145514
COPE_1078.fp2.repr.2.1-RAW.bam,2015662
COPE_1079.fp2.repr.2.1-RAW.bam,17429713
COPE_1080.fp2.repr.2.1-RAW.bam,5706206
COPE_1081.fp2.repr.2.1-RAW.bam,6765276
COPE_1084.fp2.repr.2.1-RAW.bam,1782684
COPE_1085.fp2.repr.2.1-RAW.bam,3263209
COPE_1086.fp2.repr.2.1-RAW.bam,3696572
COPE_1087.fp2.repr.2.1-RAW.bam,4149949
COPE_1088.fp2.repr.2.1-RAW.bam,1918029
COPE_1091.fp2.repr.2.1-RAW.bam,1514105
COPE_1092.fp2.repr.2.1-RAW.bam,648370
COPE_1093.fp2.repr.2.1-RAW.bam,7052693
COPE_1094.fp2.repr.2.1-RAW.bam,1525796
