Indiv,Z,pure_a,pure_b,F1,F2,a_bx,b_bx
COPE_0880.fp2.repr,NA,0.06829513659027317,0.9245498490996982,0.001058002116004232,8.98001796003592e-4,0.001222002444004888,0.003977007954015907
COPE_0882.fp2.repr,z1,0,0.999989,0,0,0,1.1e-5
COPE_0883.fp2.repr,z1,0,0.999999,0,0,0,1.0000000000000002e-6
COPE_0884.fp2.repr,z1,0.008540025620076861,0.9849559548678647,3.960011880035641e-4,0.001074003222009666,3.8100114300342904e-4,0.004653013959041877
COPE_0885.fp2.repr,z1,0,0.999996,0,0,0,4.000000000000001e-6
COPE_0886.fp2.repr,z1,0,1,0,0,0,0
COPE_0887.fp2.repr,z1,0,0.999969,0,0,0,3.1e-5
COPE_0888.fp2.repr,z1,0,0.999991,0,0,0,9e-6
COPE_0889.fp2.repr,NA,0,0.999912,0,0,0,8.8e-5
COPE_0890.fp2.repr,z1,0,0.999997,0,0,0,3e-6
COPE_0891.fp2.repr,z1,0,1,0,0,0,0
COPE_0892.fp2.repr,z1,0,1,0,0,0,0
COPE_0893.fp2.repr,z1,0,0.999999,0,0,0,1.0000000000000002e-6
COPE_0894.fp2.repr,z0,0.999993,0,0,0,7.000000000000001e-6,0
COPE_0895.fp2.repr,z1,0,0.999999,0,0,0,1.0000000000000002e-6
COPE_0896.fp2.repr,z1,0,0.99998,0,0,0,2e-5
COPE_0897.fp2.repr,z1,0,0.999994,0,0,0,6e-6
COPE_0898.fp2.repr,NA,0,0.9990869972609917,0,4.1000123000369e-5,0,8.72002616007848e-4
COPE_0899.fp2.repr,NA,0,1,0,0,0,0
COPE_0900.fp2.repr,z1,0,0.999991,0,0,0,9e-6
COPE_0901.fp2.repr,z1,0,0.999964,0,0,0,3.6e-5
COPE_0902.fp2.repr,z1,0,1,0,0,0,0
COPE_0903.fp2.repr,z1,0,1,0,0,0,0
COPE_0904.fp2.repr,z1,0,0.999996,0,0,0,4.000000000000001e-6
COPE_0905.fp2.repr,z1,0,0.9994820010359979,2.999994000012e-6,3.099993800012399e-5,0,4.8399903200193597e-4
COPE_0906.fp2.repr,z1,0,0.9976849976849977,0,5.45000545000545e-4,0,0.00177000177000177
COPE_0907.fp2.repr,NA,0,0.999879,0,0,0,1.21e-4
COPE_0908.fp2.repr,z1,0,0.999949,0,0,0,5.1000000000000006e-5
COPE_0909.fp2.repr,z1,0,0.999999,0,0,0,1.0000000000000002e-6
COPE_0910.fp2.repr,z1,0,1,0,0,0,0
COPE_0911.fp2.repr,z1,0,0.999922,0,0,0,7.8e-5
COPE_0912.fp2.repr,z1,0,0.999995,0,0,0,5e-6
COPE_0913.fp2.repr,z1,0,0.999998,0,0,0,2.0000000000000003e-6
COPE_0914.fp2.repr,z1,0,0.999997,0,0,0,3e-6
COPE_0915.fp2.repr,z1,0,0.999979,0,0,0,2.1e-5
COPE_0916.fp2.repr,z1,0,0.999998,0,0,0,2.0000000000000003e-6
COPE_0917.fp2.repr,z1,0,0.9999569999569999,0,0,0,4.3000043000043e-5
COPE_0918.fp2.repr,z1,0,0.999998,0,0,0,2.0000000000000003e-6
COPE_0919.fp2.repr,z0,0.999976,0,0,0,2.4e-5,0
COPE_0920.fp2.repr,z1,0,0.999997,0,0,0,3e-6
COPE_0921.fp2.repr,z1,0,0.999997,0,0,0,3e-6
COPE_0922.fp2.repr,z1,0,0.999906,0,0,0,9.400000000000001e-5
COPE_0923.fp2.repr,NA,0,0.999987,0,0,0,1.3e-5
COPE_0924.fp2.repr,z1,0,1,0,0,0,0
COPE_0925.fp2.repr,z1,0,0.999998,0,0,0,2.0000000000000003e-6
COPE_0926.fp2.repr,NA,0,0.999959,0,0,0,4.1e-5
COPE_0927.fp2.repr,NA,0,0.999972,0,0,0,2.8e-5
COPE_0928.fp2.repr,NA,0,0.999465,0,0,0,5.35e-4
COPE_0929.fp2.repr,z1,0,0.999988,0,0,0,1.2e-5
COPE_0930.fp2.repr,NA,0,0.9984509984509984,0,1.0000010000010001e-6,0,0.001548001548001548
COPE_0931.fp2.repr,z1,0,0.999999,0,0,0,1.0000000000000002e-6
COPE_0932.fp2.repr,z1,0,0.99998,0,0,0,2e-5
COPE_0933.fp2.repr,z1,0,0.999996,0,0,0,4.000000000000001e-6
COPE_0934.fp2.repr,z1,0,1,0,0,0,0
COPE_0935.fp2.repr,NA,0.002115002115002115,0.9948839948839949,1.74000174000174e-4,5.45000545000545e-4,1.72000172000172e-4,0.00211000211000211
COPE_0936.fp2.repr,NA,0,0.999983,0,0,0,1.7e-5
COPE_0937.fp2.repr,z1,0,0.999999,0,0,0,1.0000000000000002e-6
COPE_0938.fp2.repr,z1,0,0.999961,0,0,0,3.9e-5
COPE_0939.fp2.repr,z1,0,0.999996,0,0,0,4.000000000000001e-6
COPE_0940.fp2.repr,z1,0,0.999994,0,0,0,6e-6
COPE_0941.fp2.repr,z1,0,0.999999,0,0,0,1.0000000000000002e-6
COPE_0942.fp2.repr,z1,0,1,0,0,0,0
COPE_0943.fp2.repr,z0,0.99999,0,0,0,1e-5,0
COPE_0944.fp2.repr,z1,0,0.999974,0,0,0,2.6000000000000002e-5
COPE_0945.fp2.repr,z1,0,0.999992,0,0,0,8e-6
COPE_0946.fp2.repr,z1,0.050188949811050196,0.9417620582379419,0.001182998817001183,0.001077998922001078,0.001294998705001295,0.004492995507004493
COPE_0947.fp2.repr,z0,0.999984,0,0,0,1.6e-5,0
COPE_0948.fp2.repr,NA,0,0.999962,0,0,0,3.8e-5
COPE_0949.fp2.repr,z1,0,0.999999,0,0,0,1.0000000000000002e-6
COPE_0950.fp2.repr,z1,0,0.9965539896619691,4.7000141000423005e-5,5.66001698005094e-4,1.5000045000135e-5,0.002818008454025362
COPE_0951.fp2.repr,NA,0,0.999969,0,0,0,3.0999999999999995e-5
COPE_0952.fp2.repr,z1,0,0.999997,0,0,0,3e-6
COPE_0953.fp2.repr,z1,0,0.999942,0,0,0,5.8e-5
COPE_0954.fp2.repr,z1,0,0.999985,0,0,0,1.5e-5
COPE_0955.fp2.repr,NA,0,0.99997,0,0,0,2.9999999999999997e-5
COPE_0956.fp2.repr,NA,0,0.999999,0,0,0,1.0000000000000002e-6
COPE_0957.fp2.repr,z1,0.03715692568614863,0.9519860960278079,0.001517996964006072,0.0018089963820072357,0.001408997182005636,0.006120987758024483
COPE_0958.fp2.repr,z1,0,0.999969,0,0,0,3.1e-5
COPE_0960.fp2.repr,z1,0,0.999998,0,0,0,2.0000000000000003e-6
COPE_0961.fp2.repr,z1,0,0.999996,0,0,0,4e-6
COPE_0962.fp2.repr,z1,0,0.999998,0,0,0,2.0000000000000003e-6
COPE_0963.fp2.repr,NA,0,0.994273,0,8.5e-5,0,0.005642
COPE_0964.fp2.repr,z1,0,0.999999,0,0,0,1.0000000000000002e-6
COPE_0965.fp2.repr,z1,0,0.999991,0,0,0,9e-6
COPE_0966.fp2.repr,z1,0,0.999992,0,0,0,8.000000000000001e-6
COPE_0967.fp2.repr,z1,0,0.999994,0,0,0,6e-6
COPE_0968.fp2.repr,z1,0,1,0,0,0,0
COPE_0969.fp2.repr,z1,0,0.999994,0,0,0,6e-6
COPE_0970.fp2.repr,z1,0,0.999998,0,0,0,2.0000000000000003e-6
COPE_0971.fp2.repr,z1,0,0.999999,0,0,0,1.0000000000000002e-6
COPE_0972.fp2.repr,z1,0,1,0,0,0,0
COPE_0973.fp2.repr,z1,0,0.999995,0,0,0,5e-6
COPE_0974.fp2.repr,z1,0,0.999986,0,0,0,1.4000000000000001e-5
COPE_0975.fp2.repr,z1,0,0.999997,0,0,0,3e-6
COPE_0976.fp2.repr,z1,0,0.999918,0,1.0000000000000002e-6,0,8.1e-5
COPE_0977.fp2.repr,z1,0,0.999999,0,0,0,1.0000000000000002e-6
COPE_0978.fp2.repr,NA,0.0019280019280019278,0.9003779003779004,6.3000063000063e-5,0.08607108607108607,0.008923008923008922,0.002637002637002637
COPE_0979.fp2.repr,z1,0,0.999993,0,0,0,7.000000000000001e-6
COPE_0980.fp2.repr,NA,0,0.999997,0,0,0,3e-6
COPE_0981.fp2.repr,z1,0,0.999999,0,0,0,1.0000000000000002e-6
COPE_0982.fp2.repr,z1,0,0.999999,0,0,0,1.0000000000000002e-6
COPE_0983.fp2.repr,z1,0,0.999998,0,0,0,2.0000000000000003e-6
COPE_0984.fp2.repr,NA,0.09364890635109366,0.8516831483168518,2.6999973000027e-4,0.03603696396303604,0.0034589965410034597,0.014901985098014903
COPE_0985.fp2.repr,NA,0,0.992521,0,0,0,0.0074789999999999995
COPE_0986.fp2.repr,z1,0.039239039239039236,0.9539449539449539,4.22000422000422e-4,0.001508001508001508,0.0012450012450012451,0.003641003641003641
COPE_0987.fp2.repr,z1,0,0.999963,0,0,0,3.7000000000000005e-5
COPE_0988.fp2.repr,NA,0,0.999995,0,0,0,5e-6
COPE_0989.fp2.repr,z1,0,0.99999,0,0,0,1e-5
COPE_0990.fp2.repr,z0,0.999981,0,0,0,1.9e-5,0
COPE_0991.fp2.repr,z0,1,0,0,0,0,0
COPE_0992.fp2.repr,NA,0,0.961981,0,0.010499999999999999,0,0.027519000000000002
COPE_0993.fp2.repr,z1,0,0.999999,0,0,0,1.0000000000000002e-6
COPE_0994.fp2.repr,z1,0,0.999999,0,0,0,1.0000000000000002e-6
COPE_0995.fp2.repr,z1,0,0.999999,0,0,0,1.0000000000000002e-6
COPE_0996.fp2.repr,NA,0,0.999996,0,0,0,4.000000000000001e-6
COPE_0997.fp2.repr,NA,0.897739,0,0,2.2e-5,0.10223900000000001,0
COPE_0998.fp2.repr,z1,0,0.999991,0,0,0,9e-6
COPE_0999.fp2.repr,NA,0.999543,0,0,6e-6,4.51e-4,0
COPE_1000.fp2.repr,z1,0,0.999397,3e-6,3.4e-5,0,5.66e-4
COPE_1001.fp2.repr,z1,0,0.999997,0,0,0,3e-6
COPE_1002.fp2.repr,z0,0.999992,0,0,0,8.000000000000001e-6,0
COPE_1003.fp2.repr,NA,0,0.998582,0,0,0,0.001418
COPE_1004.fp2.repr,z1,0,1,0,0,0,0
COPE_1005.fp2.repr,z1,0,1,0,0,0,0
COPE_1006.fp2.repr,z1,0,1,0,0,0,0
COPE_1007.fp2.repr,z1,0,0.999997,0,0,0,3e-6
COPE_1008.fp2.repr,z1,0,1,0,0,0,0
COPE_1009.fp2.repr,z1,0,0.9999750000000001,0,0,0,2.5e-5
COPE_1010.fp2.repr,z1,0,0.999991,0,0,0,9e-6
COPE_1011.fp2.repr,z1,0,1,0,0,0,0
COPE_1012.fp2.repr,z1,0,0.9993869987739976,0,2.6000052000104003e-5,0,5.87001174002348e-4
COPE_1013.fp2.repr,NA,0.05500805500805501,0.8768478768478768,9.72000972000972e-4,0.0574040574040574,0.0025720025720025724,0.0071960071960071965
COPE_1014.fp2.repr,NA,0,0.999997,0,0,0,3e-6
COPE_1015.fp2.repr,z1,0,0.999998,0,0,0,2.0000000000000008e-6
COPE_1016.fp2.repr,NA,0,0.999645,0,0,0,3.55e-4
COPE_1017.fp2.repr,z0,0.999999,0,0,0,1.0000000000000002e-6,0
COPE_1018.fp2.repr,z1,0,0.999998,0,0,0,2.0000000000000003e-6
COPE_1019.fp2.repr,z1,0,0.999999,0,0,0,1.0000000000000002e-6
COPE_1020.fp2.repr,z1,0,0.999994,0,0,0,6e-6
COPE_1021.fp2.repr,NA,0.999119,0,0,0,8.81e-4,0
COPE_1023.fp2.repr,NA,0,0.9350608701217402,0,0.05004610009220019,7.000014000027999e-6,0.014886029772059547
COPE_1024.fp2.repr,z1,0,0.999996,0,0,0,4e-6
COPE_1025.fp2.repr,NA,0.9891180108819891,0,0,0.0019919980080019923,0.00888999111000889,0
COPE_1026.fp2.repr,z0,0.999994,0,0,0,6e-6,0
COPE_1027.fp2.repr,z0,0.999969,0,0,0,3.0999999999999995e-5,0
COPE_1028.fp2.repr,z1,0,0.9996749996749996,0,0,0,3.25000325000325e-4
COPE_1029.fp2.repr,z1,0,0.9995160000000001,0,0,0,4.84e-4
COPE_1030.fp2.repr,NA,0,0.999995,0,0,0,5e-6
COPE_1031.fp2.repr,z1,0,0.999999,0,0,0,1.0000000000000002e-6
COPE_1032.fp2.repr,NA,0,0.999916,0,0,0,8.4e-5
COPE_1033.fp2.repr,NA,0.9998489998489999,0,0,0,1.51000151000151e-4,0
COPE_1034.fp2.repr,NA,0,0.999854,0,0,0,1.46e-4
COPE_1035.fp2.repr,z1,0,0.999999,0,0,0,1.0000000000000002e-6
COPE_1036.fp2.repr,z0,1,0,0,0,0,0
COPE_1037.fp2.repr,NA,0,0.999966,0,0,0,3.4e-5
COPE_1038.fp2.repr,z1,0,0.999988,0,0,0,1.2e-5
COPE_1039.fp2.repr,z1,0,0.999999,0,0,0,1.0000000000000002e-6
COPE_1040.fp2.repr,NA,0,1,0,0,0,0
COPE_1041.fp2.repr,NA,0,0,0.966059,0.025915,0.003225,0.004801
COPE_1042.fp2.repr,z1,0,0.999982,0,0,0,1.8e-5
COPE_1043.fp2.repr,NA,0,0.999836,0,0,0,1.64e-4
COPE_1044.fp2.repr,z0,0.9999750000000001,0,0,0,2.5e-5,0
COPE_1045.fp2.repr,z0,1,0,0,0,0,0
COPE_1046.fp2.repr,z0,0.999997,0,0,0,3e-6,0
COPE_1047.fp2.repr,z0,0.999997,0,0,0,3e-6,0
COPE_1048.fp2.repr,z1,0,0.99999,0,0,0,9.999999999999999e-6
COPE_1049.fp2.repr,z1,0,0.999999,0,0,0,1.0000000000000002e-6
COPE_1050.fp2.repr,z0,0.999992,0,0,0,8e-6,0
COPE_1051.fp2.repr,z1,0,0.999997,0,0,0,3e-6
COPE_1052.fp2.repr,z0,0.7367155265689468,0.24485351029297941,0.001918996162007676,0.003941992116015768,0.00993298013403973,0.002636994726010548
COPE_1053.fp2.repr,z0,0.999997,0,0,0,3e-6,0
COPE_1054.fp2.repr,NA,0,0.9807980192019808,0,3.999996000004001e-6,0,0.0191979808020192
COPE_1055.fp2.repr,NA,0,0.999998,0,0,0,2.0000000000000003e-6
COPE_1056.fp2.repr,z1,0,0.999987,0,0,0,1.3000000000000001e-5
COPE_1058.fp2.repr,NA,0,0.999998,0,0,0,2.0000000000000008e-6
COPE_1059.fp2.repr,NA,0,0.997649,0,4.000000000000001e-6,0,0.002347
COPE_1060.fp2.repr,NA,0,0.999984,0,0,0,1.6e-5
COPE_1061.fp2.repr,NA,0.019376,0,2.0000000000000003e-6,0.066836,0.913786,0
COPE_1062.fp2.repr,NA,0,0.999998,0,0,0,2.0000000000000003e-6
COPE_1063.fp2.repr,z0,0.999899,0,0,0,1.01e-4,0
COPE_1064.fp2.repr,z1,0,1,0,0,0,0
COPE_1065.fp2.repr,NA,0,0.970886,0,1.0000000000000002e-6,0,0.029113
COPE_1066.fp2.repr,z1,0,0.999767,0,4.000000000000001e-6,0,2.29e-4
COPE_1067.fp2.repr,z1,0,0.999978,0,0,0,2.2e-5
COPE_1068.fp2.repr,z1,0,0.999997,0,0,0,3e-6
COPE_1069.fp2.repr,z1,0,0.9990439980879963,0,9.000018000036e-5,0,8.660017320034641e-4
COPE_1070.fp2.repr,z1,0,0.9990220000000001,0,3e-6,0,9.750000000000001e-4
COPE_1071.fp2.repr,NA,0,0.981297,0,0,0,0.018703
COPE_1072.fp2.repr,z1,0,1,0,0,0,0
COPE_1073.fp2.repr,z1,0,0.999996,0,0,0,4e-6
COPE_1074.fp2.repr,z1,0,0.999997,0,0,0,3e-6
COPE_1075.fp2.repr,z1,0,1,0,0,0,0
COPE_1076.fp2.repr,NA,0,0.999993,0,0,0,7e-6
COPE_1077.fp2.repr,z1,0,0.999389,0,4.3e-5,0,5.68e-4
COPE_1078.fp2.repr,z1,0,0.9997329997329997,0,1.2000012000012e-5,0,2.5500025500025503e-4
COPE_1079.fp2.repr,z1,0,0.999996,0,0,0,4.000000000000001e-6
COPE_1080.fp2.repr,z1,0,0.999994,0,0,0,6e-6
COPE_1081.fp2.repr,z1,0,1,0,0,0,0
COPE_1082.fp2.repr,NA,0.08812317624635248,0.4847069694139388,4.4500089000177993e-4,0.15580231160462318,0.0046990093980187955,0.26622353244706487
COPE_1084.fp2.repr,NA,0,0.999827,0,3e-6,0,1.6999999999999999e-4
COPE_1085.fp2.repr,NA,0,0.999471,0,1.5e-5,0,5.14e-4
COPE_1086.fp2.repr,NA,0,0.875994,0,0.00385,0,0.12015600000000001
COPE_1087.fp2.repr,z1,0,0.999998,0,0,0,2.0000000000000008e-6
COPE_1088.fp2.repr,NA,0.029529940940118116,0.9634670730658539,5.1999896000208e-4,9.91998016003968e-4,8.599982800034399e-4,0.004630990738018524
COPE_1089.fp2.repr,NA,0.999901000099,0,0,9.999990000010003e-7,9.799990200009802e-5,0
COPE_1090.fp2.repr,z0,0.996009003990996,0,1.9999980000020005e-6,6.6999933000067e-4,0.0033169966830033175,1.9999980000020005e-6
COPE_1091.fp2.repr,z1,0,0.999941,0,0,0,5.9000000000000004e-5
COPE_1092.fp2.repr,z1,0,0.9864269864269865,0,0.006776006776006777,1.0000010000010001e-6,0.006796006796006796
COPE_1093.fp2.repr,NA,0,0.999986,0,0,0,1.4000000000000001e-5
COPE_1094.fp2.repr,z1,0,1,0,0,0,0
COPE_1095.fp2.repr,z1,0,0.999996,0,0,0,4.000000000000001e-6
COPE_1096.fp2.repr,z1,0,0.999997,0,0,0,3e-6
COPE_1097.fp2.repr,NA,0.996204,0,0,1.0000000000000002e-6,0.0037949999999999998,0
COPE_1098.fp2.repr,z1,0,0.999999,0,0,0,1.0000000000000002e-6
COPE_1099.fp2.repr,z1,0,0.999998,0,0,0,2.0000000000000008e-6
COPE_1100.fp2.repr,z1,0,0.999998,0,0,0,2.0000000000000003e-6
COPE_1101.fp2.repr,z1,0,0.9990469971409914,0,8.7000261000783e-5,0,8.66002598007794e-4
COPE_1102.fp2.repr,z1,0,1,0,0,0,0
COPE_1103.fp2.repr,z1,0,0.999938,0,0,0,6.2e-5
COPE_1104.fp2.repr,z1,0,0.999997,0,0,0,3e-6
COPE_1105.fp2.repr,z1,0,0.9999910000000001,0,0,0,9e-6
COPE_1106.fp2.repr,z1,0,0.999992,0,0,0,8.000000000000001e-6
COPE_1107.fp2.repr,z1,0,1,0,0,0,0
COPE_1108.fp2.repr,z1,0,1,0,0,0,0
COPE_1109.fp2.repr,z1,0,0.9998009998009999,0,4.000004000004e-6,0,1.95000195000195e-4
COPE_1110.fp2.repr,z1,0,0.999999,0,0,0,1.0000000000000002e-6
COPE_1111.fp2.repr,NA,0,0.998439,0,5e-6,0,0.0015559999999999999
COPE_1112.fp2.repr,z1,0,0.999703,0,1.0000000000000002e-6,0,2.96e-4
COPE_1113.fp2.repr,z1,0.002369,0.983667,3.18e-4,0.007435,1.77e-4,0.006034
COPE_1114.fp2.repr,z1,0,0.999997,0,0,0,3e-6
COPE_1115.fp2.repr,z1,0,0.999998,0,0,0,2.0000000000000003e-6
COPE_1116.fp2.repr,z1,0,0.999998,0,0,0,2.0000000000000003e-6
COPE_1117.fp2.repr,z1,0,0.999999,0,0,0,1.0000000000000002e-6
COPE_1118.fp2.repr,z1,0,0.999995,0,0,0,5e-6
COPE_1119.fp2.repr,NA,0.999995,0,0,0,5e-6,0
COPE_1120.fp2.repr,NA,0,0.999992,0,0,0,8.000000000000001e-6
COPE_1121.fp2.repr,NA,0,0.999999,0,0,0,1.0000000000000002e-6
COPE_1122.fp2.repr,z1,0,0.999991,0,0,0,9e-6
COPE_1123.fp2.repr,NA,0,0.9995429995429995,0,2.5000025000025e-5,0,4.3200043200043194e-4
COPE_1124.fp2.repr,NA,0,0.999907,0,5e-6,0,8.8e-5
COPE_1125.fp2.repr,NA,0,0.999958,0,0,0,4.2000000000000004e-5
COPE_1126.fp2.repr,z1,0,0.999996,0,0,0,4.000000000000001e-6
COPE_1127.fp2.repr,z1,0,0.999983,0,0,0,1.7e-5
COPE_1128.fp2.repr,z1,0,0.999988,0,0,0,1.2e-5
COPE_1129.fp2.repr,z1,0,0.999989,0,0,0,1.1000000000000001e-5
COPE_1130.fp2.repr,z1,0,0.999994,0,0,0,6e-6
COPE_1131.fp2.repr,NA,0,0.18504718504718504,9.000009000009e-6,0.047406047406047404,0,0.7675377675377676
COPE_1132.fp2.repr,z1,0,0.999994,0,0,0,6e-6
COPE_1134.fp2.repr,NA,0,0.993811,0,1.0000000000000002e-6,0,0.006188
COPE_1135.fp2.repr,z1,0,0.999995,0,0,0,5e-6
COPE_1136.fp2.repr,NA,0,0.999999,0,0,0,1.0000000000000002e-6
COPE_1137.fp2.repr,z1,0,0.999811,0,1.0000000000000002e-6,0,1.88e-4
COPE_1138.fp2.repr,NA,0.9997989997989998,0,0,0,2.01000201000201e-4,0
COPE_1139.fp2.repr,z1,0,1,0,0,0,0
COPE_1140.fp2.repr,z1,0,0.999999,0,0,0,1.0000000000000002e-6
COPE_1141.fp2.repr,NA,0.9809239236956948,0,0,0.00976003904015616,0.009316037264149058,0
COPE_1142.fp2.repr,NA,0,0.999999,0,0,0,1.0000000000000002e-6
COPE_1143.fp2.repr,z1,0,0.999999,0,0,0,1.0000000000000002e-6
COPE_1144.fp2.repr,NA,0,0.9999290000000001,0,0,0,7.099999999999999e-5
COPE_1145.fp2.repr,z1,0,0.999998,0,0,0,2.0000000000000003e-6
COPE_1146.fp2.repr,z1,0,0.999998,0,0,0,2.0000000000000003e-6
COPE_1147.fp2.repr,z0,0.9988029988029988,0,0,6.3000063000063e-5,0.0011340011340011341,0
COPE_1148.fp2.repr,NA,0,0.9955710044289957,0,6.9999930000070015e-6,0,0.004421995578004422
COPE_1149.fp2.repr,NA,0,0.999991,0,0,0,9e-6
COPE_1150.fp2.repr,NA,0,0.999995,0,0,0,5e-6
COPE_1151.fp2.repr,z1,0.002679002679002679,0.993022993022993,2.43000243000243e-4,6.96000696000696e-4,1.5500015500015502e-4,0.0032040032040032045
COPE_1152.fp2.repr,z0,0.999996,0,0,0,4.000000000000001e-6,0
COPE_1153.fp2.repr,z1,0,0.9984099968199937,0,4.9000098000196e-5,0,0.0015410030820061642
COPE_1154.fp2.repr,z0,0.999999,0,0,0,1.0000000000000002e-6,0
COPE_1155.fp2.repr,z0,0.999997,0,0,0,3e-6,0
COPE_1156.fp2.repr,NA,0.9998539998539999,0,0,0,1.46000146000146e-4,0
COPE_1157.fp2.repr,z0,0.999994,0,0,0,6e-6,0
COPE_1158.fp2.repr,z0,0.9991350008649993,0,0,5.999994000006001e-6,8.58999141000859e-4,0
COPE_1159.fp2.repr,NA,0,0.999992,0,0,0,8e-6
COPE_1160.fp2.repr,z1,0,0.999994,0,0,0,6e-6
COPE_1161.fp2.repr,z1,0,1,0,0,0,0
COPE_1162.fp2.repr,z1,2.0000080000320003e-5,0.997001988007952,2.000008000032e-5,6.83002732010928e-4,8.000032000128002e-6,0.002267009068036272
COPE_1163.fp2.repr,z1,0,0.999912999913,0,1.0000010000010001e-6,0,8.6000086000086e-5
COPE_1164.fp2.repr,z1,0,0.999977,0,0,0,2.3e-5
COPE_1165.fp2.repr,z1,0,1,0,0,0,0
COPE_1166.fp2.repr,NA,0.995909,0,0,0,0.004091,0
COPE_1167.fp2.repr,z1,0,1,0,0,0,0
COPE_1168.fp2.repr,NA,0,0.999999,0,0,0,1.0000000000000002e-6
COPE_1169.fp2.repr,z1,0,1,0,0,0,0
COPE_1170.fp2.repr,z1,0,0.999995,0,0,0,5e-6
COPE_1171.fp2.repr,z1,0,0.999989,0,0,0,1.1000000000000001e-5
COPE_1172.fp2.repr,z1,0,0.9999579999579999,0,0,0,4.2000042000042005e-5
COPE_1173.fp2.repr,NA,0,1,0,0,0,0
COPE_1174.fp2.repr,z1,0,0.999969,0,0,0,3.1e-5
COPE_1175.fp2.repr,z1,0,0.999999,0,0,0,1.0000000000000002e-6
COPE_1176.fp2.repr,z1,0,0.999997,0,0,0,3e-6
COPE_1177.fp2.repr,z1,0,0.999997,0,0,0,3e-6
COPE_1178.fp2.repr,z1,0,0.999991,0,0,0,9e-6
COPE_1179.fp2.repr,z1,0,0.999997,0,0,0,3e-6
COPE_1180.fp2.repr,NA,0,0.999241,0,0,0,7.59e-4
COPE_1181.fp2.repr,z1,0,0.9999830000000001,0,0,0,1.7e-5
COPE_1182.fp2.repr,z1,2.0000020000020003e-5,0.9983569983569984,1.0000010000010002e-5,1.39000139000139e-4,4.000004000004e-6,0.00147000147000147
COPE_1183.fp2.repr,NA,0,1,0,0,0,0
COPE_1184.fp2.repr,z1,0,0.999993,0,0,0,7.000000000000001e-6
COPE_1185.fp2.repr,NA,0,0.998919,0,1.56e-4,0,9.25e-4
COPE_1186.fp2.repr,NA,0,0.9951089951089951,0,1.73000173000173e-4,0,0.004718004718004718
COPE_1187.fp2.repr,NA,0,0.999998,0,0,0,2.0000000000000008e-6
COPE_1188.fp2.repr,NA,0,0.999996,0,0,0,4.000000000000001e-6
COPE_1189.fp2.repr,z0,0.999999,0,0,0,1.0000000000000002e-6,0
COPE_1190.fp2.repr,NA,0.999759,0,0,0,2.41e-4,0
COPE_1191.fp2.repr,z0,0.999988,0,0,0,1.2e-5,0
COPE_1192.fp2.repr,z1,1.4999925000375e-5,0.994840025799871,2.999985000075e-5,8.049959750201248e-4,1.4999925000375e-5,0.004294978525107375
COPE_1193.fp2.repr,z0,0.9970310029689969,9.99999000001e-7,3.999996000004e-6,4.95999504000496e-4,0.0024659975340024657,1.999998000002e-6
COPE_1194.fp2.repr,NA,0,0.999848,0,0,0,1.52e-4
COPE_1195.fp2.repr,z1,0,0.999953,0,0,0,4.7e-5
COPE_1196.fp2.repr,NA,0.998267,0,0,1.37e-4,0.001596,0
COPE_1197.fp2.repr,NA,0,0.999761,0,0,0,2.39e-4
COPE_1198.fp2.repr,NA,0,0.999926,0,0,0,7.4e-5
COPE_1199.fp2.repr,z1,0,0.999998,0,0,0,2.0000000000000003e-6
COPE_1200.fp2.repr,NA,0,0.999773,0,0,0,2.27e-4
COPE_1201.fp2.repr,z1,0,0.999993,0,0,0,7.000000000000001e-6
COPE_1202.fp2.repr,NA,0,0.999997,0,0,0,3e-6
COPE_1203.fp2.repr,NA,0.999743,0,0,0,2.57e-4,0
COPE_1204.fp2.repr,z1,3.1999936000127994e-5,0.9970560058879882,2.0399959200081597e-4,3.70999258001484e-4,8.2999834000332e-5,0.002253995492009016
COPE_1205.fp2.repr,z1,0,0.999941,0,0,0,5.9000000000000004e-5
COPE_1206.fp2.repr,z1,0,0.999987,0,0,0,1.3e-5
COPE_1207.fp2.repr,z0,0.999973,0,0,0,2.7e-5,0
COPE_1208.fp2.repr,z1,0,0.999995,0,0,0,5e-6
COPE_1209.fp2.repr,NA,0,0.999997,0,0,0,3e-6
COPE_1210.fp2.repr,NA,0,0.999994,0,0,0,6e-6
COPE_1211.fp2.repr,z1,0,0.99998,0,0,0,2e-5
COPE_1212.fp2.repr,z1,0,0.999999,0,0,0,1.0000000000000002e-6
COPE_1213.fp2.repr,NA,0,0.995578,2.0000000000000003e-6,2.8199999999999997e-4,0,0.004138
COPE_1214.fp2.repr,NA,3.5999964000036005e-5,0.8591811408188592,2.3999976000024003e-5,0.08417491582508418,1.5599984400015601e-4,0.05642794357205643
COPE_1215.fp2.repr,NA,0,0.999997,0,0,0,3e-6
COPE_1216.fp2.repr,z1,0,1,0,0,0,0
COPE_1217.fp2.repr,z1,2.0000000000000003e-6,0.999104,3e-6,3.5e-5,1.0000000000000002e-6,8.55e-4
COPE_1218.fp2.repr,NA,0,0.999297,0,0,0,7.03e-4
COPE_1219.fp2.repr,z1,0,0.999994,0,0,0,6e-6
COPE_1220.fp2.repr,z1,0,1,0,0,0,0
COPE_1221.fp2.repr,NA,0.999071,0,0,0,9.29e-4,0
