prior,Indiv,Z,hybrid_class,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,mean_posterior_probability,sd_posterior_probability,cv_posterior_probability
uniform,COPE_0858.fp2.repr,z1,F1,NA,8.1e-4,0.00363,NA,0,8.2e-4,0.00195,0.00627,8.1e-4,0,0.00178625,0.0021630463801909435,1.2109426900998983
uniform,COPE_0858.fp2.repr,z1,F2,NA,0.00248,0.00169,NA,3.3e-4,0.00377,0.00236,0.00338,0.0024,6e-5,0.00205875,0.0013189978609318732,0.6406789852735268
uniform,COPE_0858.fp2.repr,z1,a_bx,NA,0.00106,0.00231,NA,0,5.6e-4,0.00093000000000000005,0.00642,2.5e-4,0,0.00144125,0.0021480718097866285,1.4904227648129251
uniform,COPE_0858.fp2.repr,z1,b_bx,NA,0.00516,0.00879,NA,0.00197,0.00578,0.00751,0.0076,0.00385,7.5e-4,0.00517625,0.0028378962907659004,0.548253328329563
Jeffreys,COPE_0859.fp2.repr,z0,pure_a,0.99966,1,1,1,1,1,0.99999,0.99996,0.99999,1,0.99996,1.0614455552060943e-4,1.0614880147266834e-4
Jeffreys,COPE_0859.fp2.repr,z0,pure_b,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0859.fp2.repr,z0,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0859.fp2.repr,z0,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0859.fp2.repr,z0,a_bx,3.4e-4,0,0,0,0,0,1e-5,4e-5,1e-5,0,4e-5,1.0614455552060439e-4,2.6536138880151094
Jeffreys,COPE_0859.fp2.repr,z0,b_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0859.fp2.repr,z0,pure_a,1,0.99993,1,1,1,1,0.99997,1,1,1,0.99999,2.3094010767586763e-5,2.3094241710003862e-5
uniform,COPE_0859.fp2.repr,z0,pure_b,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0859.fp2.repr,z0,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0859.fp2.repr,z0,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0859.fp2.repr,z0,a_bx,0,7e-5,0,0,0,0,3e-5,0,0,0,9.999999999999999e-6,2.3094010767585028e-5,2.309401076758503
uniform,COPE_0859.fp2.repr,z0,b_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0860.fp2.repr,z0,pure_a,0.99986,0.99998,0.99998,0.99996,0.99996,0.99986,0.99981,0.9999,0.9999,0.99999,0.99992,6.271629240742828e-5,6.272131011223725e-5
Jeffreys,COPE_0860.fp2.repr,z0,pure_b,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0860.fp2.repr,z0,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0860.fp2.repr,z0,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0860.fp2.repr,z0,a_bx,1.4e-4,2e-5,2e-5,4e-5,4e-5,1.4e-4,1.9e-4,9e-5,1e-4,1e-5,7.9e-5,6.244108334173014e-5,0.7903934600219006
Jeffreys,COPE_0860.fp2.repr,z0,b_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0860.fp2.repr,z0,pure_a,0.99936,0.99953,0.99993,1,1,0.99997,0.99944,0.99994,0.99974,0.99984,0.999775,2.450510150968537e-4,2.4510616398375006e-4
uniform,COPE_0860.fp2.repr,z0,pure_b,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0860.fp2.repr,z0,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0860.fp2.repr,z0,F2,0,0,0,0,0,0,1e-5,0,1e-5,0,2.0000000000000003e-6,4.216370213557839e-6,2.1081851067789192
uniform,COPE_0860.fp2.repr,z0,a_bx,6.3e-4,4.7e-4,7e-5,0,0,3e-5,5.5e-4,6e-5,2.5e-4,1.6e-4,2.22e-4,2.41513744720438e-4,1.087899750992964
uniform,COPE_0860.fp2.repr,z0,b_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0861.fp2.repr,NA,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0861.fp2.repr,NA,pure_b,1,1,1,1,0.99987,1,1,1,1,1,0.999987,4.110960958217738e-5,4.1110144014049564e-5
Jeffreys,COPE_0861.fp2.repr,NA,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0861.fp2.repr,NA,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0861.fp2.repr,NA,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0861.fp2.repr,NA,b_bx,0,0,0,0,1.3e-4,0,0,0,0,0,1.3e-5,4.110960958218893e-5,3.162277660168379
uniform,COPE_0861.fp2.repr,NA,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0861.fp2.repr,NA,pure_b,1,1,0.99996,1,1,1,0.99999,1,0.99989,0.99998,0.999982,3.489667287549312e-5,3.4897301026911604e-5
uniform,COPE_0861.fp2.repr,NA,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0861.fp2.repr,NA,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0861.fp2.repr,NA,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0861.fp2.repr,NA,b_bx,0,0,4e-5,0,0,0,1e-5,0,1.1e-4,2e-5,1.8e-5,3.4896672875473065e-5,1.9387040486373925
Jeffreys,COPE_0862.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0862.fp2.repr,z1,pure_b,1,1,1,0.99994,1,1,0.99998,1,1,1,0.999992,1.9321835661572042e-5,1.9321990237493942e-5
Jeffreys,COPE_0862.fp2.repr,z1,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0862.fp2.repr,z1,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0862.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0862.fp2.repr,z1,b_bx,0,0,0,6e-5,0,0,2e-5,0,0,0,8e-6,1.932183566158592e-5,2.4152294576982403
uniform,COPE_0862.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0862.fp2.repr,z1,pure_b,1,1,1,1,1,1,1,1,1,1,1,0,0
uniform,COPE_0862.fp2.repr,z1,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0862.fp2.repr,z1,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0862.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0862.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0863.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0863.fp2.repr,z1,pure_b,0.99977,1,1,0.99999,0.99999,1,1,0.99997,0.99997,1,0.999969,7.093815773066394e-5,7.094035688172728e-5
Jeffreys,COPE_0863.fp2.repr,z1,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0863.fp2.repr,z1,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0863.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0863.fp2.repr,z1,b_bx,2.3e-4,0,0,1e-5,1e-5,0,0,3e-5,3e-5,0,3.1e-5,7.093815773067568e-5,2.2883276687314735
uniform,COPE_0863.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0863.fp2.repr,z1,pure_b,1,1,1,1,1,1,0.99991,1,1,1,0.999991,2.846049894152632e-5,2.8460755088322118e-5
uniform,COPE_0863.fp2.repr,z1,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0863.fp2.repr,z1,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0863.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0863.fp2.repr,z1,b_bx,0,0,0,0,0,0,9e-5,0,0,0,9e-6,2.8460498941515414e-5,3.162277660168379
Jeffreys,COPE_0864.fp2.repr,NA,pure_a,0.99997,1,1,1,1,0.97589,0.99994,0.99999,0.99999,1,0.9975780000000001,0.007620410895891516,0.007638912341582828
Jeffreys,COPE_0864.fp2.repr,NA,pure_b,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0864.fp2.repr,NA,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0864.fp2.repr,NA,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0864.fp2.repr,NA,a_bx,3e-5,0,0,0,0,0.02411,6e-5,1e-5,1e-5,0,0.002422,0.007620410895891522,3.146329849666194
Jeffreys,COPE_0864.fp2.repr,NA,b_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0864.fp2.repr,NA,pure_a,1,0.99932,1,0.99998,1,0.99999,0.99975,1,0.99994,0.98674,0.998572,0.0041628617293609374,0.004168814796890898
uniform,COPE_0864.fp2.repr,NA,pure_b,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0864.fp2.repr,NA,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0864.fp2.repr,NA,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0864.fp2.repr,NA,a_bx,0,6.8e-4,0,2e-5,0,1e-5,2.5e-4,0,6e-5,0.01326,0.001428,0.004162861729360918,2.9151692782639484
uniform,COPE_0864.fp2.repr,NA,b_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0865.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0865.fp2.repr,z1,pure_b,0.99998,0.99999,1,1,1,1,1,1,1,1,0.999997,6.7494855771058825e-6,6.749505825623359e-6
Jeffreys,COPE_0865.fp2.repr,z1,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0865.fp2.repr,z1,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0865.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0865.fp2.repr,z1,b_bx,2e-5,1e-5,0,0,0,0,0,0,0,0,3e-6,6.749485577105529e-6,2.249828525701843
uniform,COPE_0865.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0865.fp2.repr,z1,pure_b,1,1,1,1,1,1,1,1,1,1,1,0,0
uniform,COPE_0865.fp2.repr,z1,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0865.fp2.repr,z1,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0865.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0865.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0866.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0866.fp2.repr,z1,pure_b,1,1,1,1,1,1,1,1,1,1,1,0,0
Jeffreys,COPE_0866.fp2.repr,z1,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0866.fp2.repr,z1,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0866.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0866.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0866.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0866.fp2.repr,z1,pure_b,1,1,1,1,1,1,1,1,1,1,1,0,0
uniform,COPE_0866.fp2.repr,z1,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0866.fp2.repr,z1,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0866.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0866.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0867.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0867.fp2.repr,z1,pure_b,0.99995,1,1,1,1,1,1,1,1,1,0.999995,1.5811388300840156e-5,1.5811467358176947e-5
Jeffreys,COPE_0867.fp2.repr,z1,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0867.fp2.repr,z1,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0867.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0867.fp2.repr,z1,b_bx,5e-5,0,0,0,0,0,0,0,0,0,5e-6,1.5811388300841898e-5,3.162277660168379
uniform,COPE_0867.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0867.fp2.repr,z1,pure_b,1,1,1,1,1,1,0.999,1,1,1,0.9999,3.162277660168382e-4,3.162593919560338e-4
uniform,COPE_0867.fp2.repr,z1,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0867.fp2.repr,z1,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0867.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0867.fp2.repr,z1,b_bx,0,0,0,0,0,0,0.001,0,0,0,1e-4,3.1622776601683794e-4,3.162277660168379
Jeffreys,COPE_0868.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0868.fp2.repr,z1,pure_b,1,1,1,1,1,1,1,1,1,1,1,0,0
Jeffreys,COPE_0868.fp2.repr,z1,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0868.fp2.repr,z1,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0868.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0868.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0868.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0868.fp2.repr,z1,pure_b,1,1,1,1,1,1,1,1,1,1,1,0,0
uniform,COPE_0868.fp2.repr,z1,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0868.fp2.repr,z1,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0868.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0868.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0869.fp2.repr,z0,pure_a,0.99991,0.99985,0.9993,0.99981,0.99996,0.9818,0.99972,0.99871,0.99952,0.99959,0.997817,0.005639980397917072,0.005652319411191703
Jeffreys,COPE_0869.fp2.repr,z0,pure_b,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0869.fp2.repr,z0,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0869.fp2.repr,z0,F2,0,0,2e-5,0,0,4e-5,0,2e-5,1e-5,1e-5,1e-5,1.3333333333333335e-5,1.3333333333333335
Jeffreys,COPE_0869.fp2.repr,z0,a_bx,9e-5,1.5e-4,6.8e-4,1.9e-4,4e-5,0.01816,2.7e-4,0.00127,4.7e-4,4e-4,0.002172,0.005629359150422403,2.5917859808574604
Jeffreys,COPE_0869.fp2.repr,z0,b_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0869.fp2.repr,z0,pure_a,0.99977,0.99679,0.99196,0.99987,1,0.99962,0.99986,0.99998,0.99821,0.99993,0.998599,0.0025551884035776803,0.0025587732448937766
uniform,COPE_0869.fp2.repr,z0,pure_b,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0869.fp2.repr,z0,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0869.fp2.repr,z0,F2,0,1.3e-4,4e-5,0,0,0,0,0,2e-4,0,3.7e-5,7.056124211554733e-5,1.9070605977174955
uniform,COPE_0869.fp2.repr,z0,a_bx,2.3e-4,0.00308,0.008,1.3e-4,0,3.7e-4,1.3e-4,2e-5,0.00159,7e-5,0.001362,0.0025318627310517623,1.8589300521672265
uniform,COPE_0869.fp2.repr,z0,b_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0870.fp2.repr,NA,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0870.fp2.repr,NA,pure_b,1,1,1,1,1,1,1,1,0.99998,0.99998,0.999996,8.432740427124111e-6,8.432774158220744e-6
Jeffreys,COPE_0870.fp2.repr,NA,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0870.fp2.repr,NA,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0870.fp2.repr,NA,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0870.fp2.repr,NA,b_bx,0,0,0,0,0,0,0,0,2e-5,2e-5,4.000000000000001e-6,8.432740427115678e-6,2.1081851067789192
uniform,COPE_0870.fp2.repr,NA,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0870.fp2.repr,NA,pure_b,1,1,0.99999,1,1,1,1,1,1,1,0.999999,3.1622776601539877e-6,3.1622808224348103e-6
uniform,COPE_0870.fp2.repr,NA,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0870.fp2.repr,NA,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0870.fp2.repr,NA,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0870.fp2.repr,NA,b_bx,0,0,1e-5,0,0,0,0,0,0,0,1.0000000000000002e-6,3.1622776601683796e-6,3.162277660168379
Jeffreys,COPE_0871.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0871.fp2.repr,z1,pure_b,1,1,1,1,0.99996,1,1,0.99999,1,1,0.999995,1.2692955176450111e-5,1.269301864154332e-5
Jeffreys,COPE_0871.fp2.repr,z1,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0871.fp2.repr,z1,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0871.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0871.fp2.repr,z1,b_bx,0,0,0,0,4e-5,0,0,1e-5,0,0,5e-6,1.2692955176439848e-5,2.5385910352879693
uniform,COPE_0871.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0871.fp2.repr,z1,pure_b,1,1,1,1,1,1,1,1,1,1,1,0,0
uniform,COPE_0871.fp2.repr,z1,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0871.fp2.repr,z1,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0871.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0871.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0872.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0872.fp2.repr,z1,pure_b,1,1,1,1,1,1,1,1,1,1,1,0,0
Jeffreys,COPE_0872.fp2.repr,z1,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0872.fp2.repr,z1,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0872.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0872.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0872.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0872.fp2.repr,z1,pure_b,1,1,1,1,1,1,1,1,1,1,1,0,0
uniform,COPE_0872.fp2.repr,z1,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0872.fp2.repr,z1,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0872.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0872.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0873.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,8e-4,0,0,8e-5,2.5298221281347036e-4,3.162277660168379
Jeffreys,COPE_0873.fp2.repr,z1,pure_b,0.99985,0.99885,0.99996,0.9994,0.99986,0.99936,0.99937,0.99052,0.99868,0.99974,0.998559,0.0028567325935605447,0.002860855085739095
Jeffreys,COPE_0873.fp2.repr,z1,F1,0,0,0,0,0,0,0,1.5e-4,0,0,1.4999999999999999e-5,4.743416490252568e-5,3.162277660168379
Jeffreys,COPE_0873.fp2.repr,z1,F2,0,3e-5,0,2e-5,0,0,2e-5,0.00209,7e-5,1e-5,2.24e-4,6.560013550121507e-4,2.9285774777328157
Jeffreys,COPE_0873.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,1.6e-4,0,0,1.6000000000000003e-5,5.0596442562694074e-5,3.162277660168379
Jeffreys,COPE_0873.fp2.repr,z1,b_bx,1.5e-4,0.00111,4e-5,5.8e-4,1.4e-4,6.4e-4,6.1e-4,0.00627,0.00125,2.5e-4,0.001104,0.0018602162359372216,1.6849784745808167
uniform,COPE_0873.fp2.repr,z1,pure_a,0,8.6e-4,0,0,0,0,0,0,0,0,8.6e-5,2.719558787744806e-4,3.1622776601683786
uniform,COPE_0873.fp2.repr,z1,pure_b,0.99958,0.99427,0.99945,0.99953,0.99999,0.99969,0.99905,0.99896,0.99961,0.99992,0.999005,0.0016954596230324566,0.0016971482855766052
uniform,COPE_0873.fp2.repr,z1,F1,0,2.9e-4,0,0,0,0,0,0,0,0,2.9e-5,9.170605214488301e-5,3.1622776601683795
uniform,COPE_0873.fp2.repr,z1,F2,0,0.00102,1e-5,1e-5,0,1e-5,3e-5,4e-5,2e-5,0,1.14e-4,3.1861505858254025e-4,2.7948689349345637
uniform,COPE_0873.fp2.repr,z1,a_bx,0,2.5e-4,0,0,0,0,0,0,0,0,2.5e-5,7.905694150420948e-5,3.162277660168379
uniform,COPE_0873.fp2.repr,z1,b_bx,4.2e-4,0.00332,5.4e-4,4.7e-4,1e-5,3e-4,9.1e-4,9.9e-4,3.7e-4,8e-5,7.41e-4,9.581283838818261e-4,1.2930207609741242
Jeffreys,COPE_0874.fp2.repr,NA,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0874.fp2.repr,NA,pure_b,1,0.99996,0.99012,1,0.9989,1,0.99935,0.99999,0.99995,0.99711,0.998538,0.0030953147389778174,0.0030998467148749646
Jeffreys,COPE_0874.fp2.repr,NA,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0874.fp2.repr,NA,F2,0,0,0,0,0,0,2e-5,0,0,1e-4,1.2e-5,3.155242550986462e-5,2.629368792488718
Jeffreys,COPE_0874.fp2.repr,NA,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0874.fp2.repr,NA,b_bx,0,4e-5,0.00988,0,0.0011,0,6.3e-4,1e-5,5e-5,0.0028,0.001451,0.0030914126580290475,2.130539392163368
uniform,COPE_0874.fp2.repr,NA,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0874.fp2.repr,NA,pure_b,1,0.99975,0.99999,0.88283,1,0.99998,0.99944,0.9997,0.99945,0.99955,0.988069,0.03697791065848186,0.037424421430569996
uniform,COPE_0874.fp2.repr,NA,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0874.fp2.repr,NA,F2,0,0,0,8.6e-4,0,0,1e-5,0,2e-5,1e-5,8.999999999999999e-5,2.706371084024592e-4,3.007078982249547
uniform,COPE_0874.fp2.repr,NA,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0874.fp2.repr,NA,b_bx,0,2.5e-4,1e-5,0.11631,0,2e-5,5.4e-4,3e-4,5.3e-4,4.5e-4,0.011840999999999999,0.0367073278939112,3.100019246171033
Jeffreys,COPE_0875.fp2.repr,NA,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0875.fp2.repr,NA,pure_b,0.99984,0.99915,0.99879,1,0.99995,0.99831,0.99991,0.99997,1,1,0.999592,6.160050504843451e-4,6.162564831294619e-4
Jeffreys,COPE_0875.fp2.repr,NA,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0875.fp2.repr,NA,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0875.fp2.repr,NA,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0875.fp2.repr,NA,b_bx,1.6e-4,8.5e-4,0.00121,0,5e-5,0.00169,9e-5,3e-5,0,0,4.08e-4,6.160050504843464e-4,1.5098163002067313
uniform,COPE_0875.fp2.repr,NA,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0875.fp2.repr,NA,pure_b,0.99885,0.99993,0.99999,0.99944,1,1,0.99999,0.997,0.99994,0.99913,0.9994270000000001,9.497607885965671e-4,9.503053135412261e-4
uniform,COPE_0875.fp2.repr,NA,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0875.fp2.repr,NA,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0875.fp2.repr,NA,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0875.fp2.repr,NA,b_bx,0.00115,7e-5,1e-5,5.6e-4,0,0,1e-5,0.003,6e-5,8.7e-4,5.73e-4,9.497607885965579e-4,1.657523191267989
Jeffreys,COPE_0876.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0876.fp2.repr,z1,pure_b,1,1,1,1,1,1,1,1,1,1,1,0,0
Jeffreys,COPE_0876.fp2.repr,z1,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0876.fp2.repr,z1,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
