file,mapped_reads
COPE_0926.fp2.repr.2.1-RG.bam,5763733
COPE_0927.fp2.repr.2.1-RG.bam,253404
COPE_0928.fp2.repr.2.1-RG.bam,3254437
COPE_0929.fp2.repr.2.1-RG.bam,2210230
COPE_0930.fp2.repr.2.1-RG.bam,1686145
COPE_0931.fp2.repr.2.1-RG.bam,9585876
COPE_0932.fp2.repr.2.1-RG.bam,2396807
COPE_0933.fp2.repr.2.1-RG.bam,2586013
COPE_0934.fp2.repr.2.1-RG.bam,22560836
COPE_0935.fp2.repr.2.1-RG.bam,288066
COPE_0936.fp2.repr.2.1-RG.bam,3854890
COPE_0937.fp2.repr.2.1-RG.bam,1217134
COPE_0938.fp2.repr.2.1-RG.bam,1591299
COPE_0939.fp2.repr.2.1-RG.bam,3996880
COPE_0940.fp2.repr.2.1-RG.bam,6835166
COPE_0941.fp2.repr.2.1-RG.bam,4180312
COPE_0942.fp2.repr.2.1-RG.bam,6395948
COPE_0944.fp2.repr.2.1-RG.bam,1445193
COPE_0945.fp2.repr.2.1-RG.bam,832320
COPE_0946.fp2.repr.2.1-RG.bam,21006
COPE_0948.fp2.repr.2.1-RG.bam,4250773
COPE_0949.fp2.repr.2.1-RG.bam,931984
COPE_0950.fp2.repr.2.1-RG.bam,569753
COPE_0951.fp2.repr.2.1-RG.bam,660938
COPE_0952.fp2.repr.2.1-RG.bam,3637823
COPE_0953.fp2.repr.2.1-RG.bam,349818
COPE_0954.fp2.repr.2.1-RG.bam,249239
COPE_0955.fp2.repr.2.1-RG.bam,325767
COPE_0956.fp2.repr.2.1-RG.bam,4138364
COPE_0957.fp2.repr.2.1-RG.bam,65527
COPE_0958.fp2.repr.2.1-RG.bam,5654121
COPE_0960.fp2.repr.2.1-RG.bam,6331860
COPE_0961.fp2.repr.2.1-RG.bam,2180759
COPE_0962.fp2.repr.2.1-RG.bam,1124675
COPE_0963.fp2.repr.2.1-RG.bam,923250
COPE_0964.fp2.repr.2.1-RG.bam,1095842
COPE_0965.fp2.repr.2.1-RG.bam,2180600
COPE_0966.fp2.repr.2.1-RG.bam,1475155
COPE_0967.fp2.repr.2.1-RG.bam,1967878
COPE_0968.fp2.repr.2.1-RG.bam,593093
COPE_0969.fp2.repr.2.1-RG.bam,117680
COPE_0970.fp2.repr.2.1-RG.bam,4651219
COPE_0971.fp2.repr.2.1-RG.bam,5605045
COPE_0972.fp2.repr.2.1-RG.bam,2555081
COPE_0973.fp2.repr.2.1-RG.bam,6013167
COPE_0974.fp2.repr.2.1-RG.bam,2451258
COPE_0975.fp2.repr.2.1-RG.bam,4325977
COPE_0976.fp2.repr.2.1-RG.bam,1806018
COPE_0977.fp2.repr.2.1-RG.bam,3259859
COPE_0978.fp2.repr.2.1-RG.bam,353009
COPE_0979.fp2.repr.2.1-RG.bam,298988
COPE_0980.fp2.repr.2.1-RG.bam,5177976
COPE_0981.fp2.repr.2.1-RG.bam,3505286
COPE_0982.fp2.repr.2.1-RG.bam,4618185
COPE_0983.fp2.repr.2.1-RG.bam,3711364
COPE_0985.fp2.repr.2.1-RG.bam,3018445
COPE_0986.fp2.repr.2.1-RG.bam,49501
COPE_0987.fp2.repr.2.1-RG.bam,9718286
COPE_0988.fp2.repr.2.1-RG.bam,3602448
COPE_0989.fp2.repr.2.1-RG.bam,2253379
COPE_0992.fp2.repr.2.1-RG.bam,1929447
COPE_0993.fp2.repr.2.1-RG.bam,1587165
COPE_0994.fp2.repr.2.1-RG.bam,3306857
COPE_0995.fp2.repr.2.1-RG.bam,9319794
COPE_0996.fp2.repr.2.1-RG.bam,3634330
COPE_0998.fp2.repr.2.1-RG.bam,476779
COPE_1000.fp2.repr.2.1-RG.bam,540277
COPE_1001.fp2.repr.2.1-RG.bam,3073369
COPE_1003.fp2.repr.2.1-RG.bam,1042909
COPE_1004.fp2.repr.2.1-RG.bam,1637470
COPE_1005.fp2.repr.2.1-RG.bam,506265
COPE_1006.fp2.repr.2.1-RG.bam,599213
COPE_1007.fp2.repr.2.1-RG.bam,10253404
COPE_1008.fp2.repr.2.1-RG.bam,2373913
COPE_1009.fp2.repr.2.1-RG.bam,1055251
COPE_1010.fp2.repr.2.1-RG.bam,2358351
COPE_1011.fp2.repr.2.1-RG.bam,284312
COPE_1012.fp2.repr.2.1-RG.bam,457600
COPE_1013.fp2.repr.2.1-RG.bam,197467
COPE_1014.fp2.repr.2.1-RG.bam,2814991
COPE_1015.fp2.repr.2.1-RG.bam,4755288
